PČV,Typ,Stav,Kód STK,Název STK,Platnost od,Platnost do,Číslo protokolu,Aktuální
9578340,E - Evidenční,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2004-10-18,2004-10-18,,True
11585733,E - Evidenční,Nezjištěno,3623,"DOBENÍNSKÁ 2014, 54701, NÁCHOD",2002-07-01,2002-07-01,,True
8487086,P - Pravidelná,Nezjištěno,370200143,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2012-06-12,2016-06-12,,True
9543906,P - Pravidelná,A,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2009-01-06,2011-01-06,,True
4531464,P - Pravidelná,A,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2003-09-23,2005-09-23,,True
8773076,E - Evidenční,Nezjištěno,3757,"ŘÍPSKÁ 11E, 62700, BRNO",2008-11-06,2008-11-06,,True
9546424,E - Evidenční,Nezjištěno,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2007-04-12,2007-04-12,,True
9551800,E - Evidenční,Nezjištěno,3506,"BUDOVATELŮ 624, 43401, MOST",2006-03-22,2006-03-22,,True
10202728,P - Pravidelná,A,3606,"HRADECKÁ 1122, 50601, JIČÍN",2004-05-24,2006-05-24,,True
10250515,P - Pravidelná,A,3808,"ŠPÁLOVA 1095/11, 70200, OSTRAVA-MOR. OSTRAVA A PŘÍVOZ",2005-07-08,2007-07-08,,True
9735698,P - Pravidelná,A,3306,"RUDOLFOVSKÁ 17, 37001, ČESKÉ BUDĚJOVICE 3",2008-11-04,2010-11-04,,True
10225246,E - Evidenční,Nezjištěno,3825,"MARKVARTOVICKÁ 7, 74801, HLUČÍN",2007-02-05,2007-02-05,,True
9614778,P - Pravidelná,A,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2010-05-17,2012-05-17,,True
10225246,P - Pravidelná,A,3840,"SLEZSKÁ 643/3, 747 28, ŠTĚPÁNKOVICE",2007-11-05,2009-11-05,,True
8573275,E - Evidenční,Nezjištěno,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2005-01-13,2005-01-13,,True
9614778,E - Evidenční,Nezjištěno,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2004-09-23,2004-09-23,,True
7405505,E - Evidenční,Nezjištěno,3706,"JESTŘABEC 2044, 59401, VELKÉ MEZIŘÍČÍ",2009-11-23,2009-11-23,,True
4531464,E - Evidenční,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2004-09-02,2004-09-02,,True
9681677,P - Pravidelná,A,3423,"PIVOVARSKÁ 146, 33701, ROKYCANY",2006-10-25,2008-10-04,,True
6406774,P - Pravidelná,A,340200025,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2009-08-18,2013-08-18,,True
9715396,P - Pravidelná,A,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2003-03-19,2005-03-19,,True
10763984,E - Evidenční,Nezjištěno,3757,"ŘÍPSKÁ 11E, 62700, BRNO",2008-12-29,2008-12-29,,True
6243179,E - Evidenční,Nezjištěno,3306,"RUDOLFOVSKÁ 17, 37001, ČESKÉ BUDĚJOVICE 3",2009-01-28,2009-01-28,,True
9609094,P - Pravidelná,Nezjištěno,3606,"HRADECKÁ 1122, 50601, JIČÍN",2003-09-25,2005-09-30,,True
6528542,E - Evidenční,Nezjištěno,3423,"PIVOVARSKÁ 146, 33701, ROKYCANY",2008-06-06,2008-06-06,,True
10177835,P - Pravidelná,A,3425,"NA MAZANCÍCH 349, 33144, KOŽLANY",2007-08-31,2009-08-30,,True
9546424,P - Pravidelná,A,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2006-08-24,2008-08-24,,True
9551800,P - Pravidelná,A,3506,"BUDOVATELŮ 624, 43401, MOST",2004-06-15,2006-05-20,,True
9550987,P - Pravidelná,A,3740,"MASARYKOVA 1663, 69826, VESELÍ NAD MORAVOU",2005-04-04,2007-04-04,,True
5480734,P - Pravidelná,A,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2008-08-14,2010-08-14,,True
9614990,P - Pravidelná,A,3306,"RUDOLFOVSKÁ 17, 37001, ČESKÉ BUDĚJOVICE 3",2005-03-09,2007-02-07,,True
7513971,P - Pravidelná,A,3827,"TĚŠÍNSKÁ 2868/37A, 74600, OPAVA - PŘEDMĚSTÍ",2006-07-10,2010-07-10,,True
9622735,P - Pravidelná,A,3742,"VRCHLICKÉHO 349, 79852, KONICE",2008-06-19,2010-06-19,,True
9642265,P - Pravidelná,A,3706,"JESTŘABEC 2044, 59401, VELKÉ MEZIŘÍČÍ",2002-07-01,2004-06-28,,True
10238730,P - Pravidelná,A,3640,"HORSKÁ 932, 54101, TRUTNOV - STŘEDNÍ PŘEDMĚSTÍ",2005-05-25,2007-05-25,,True
7600085,P - Pravidelná,A,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2003-10-07,2005-10-07,,True
7748890,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2006-06-23,2007-06-23,,True
1144152,P - Pravidelná,A,3403,"ČÍMICE 77, 34201, ČÍMICE",2004-02-25,2006-02-25,,True
8650364,P - Pravidelná,A,3221,"DRÁSOV 121, 26101, DRÁSOV",2009-09-30,2011-09-30,,True
8667844,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2007-04-23,2009-04-23,,True
7580032,P - Pravidelná,A,3303,"PÍSECKÁ 513, 38601, STRAKONICE I",2008-08-12,2010-08-12,,True
4391677,P - Pravidelná,A,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2004-03-23,2006-03-23,,True
10290793,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2005-12-15,2007-12-15,,True
846927,P - Pravidelná,A,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2006-05-25,2008-04-05,,True
9191277,P - Pravidelná,A,3403,"ČÍMICE 77, 34201, ČÍMICE",2007-07-25,2009-07-25,,True
8695655,E - Evidenční,Nezjištěno,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2007-07-17,2007-07-17,,True
9801583,P - Pravidelná,A,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2007-04-25,2009-04-25,,True
9672677,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2004-07-07,2006-04-28,,True
2049988,P - Pravidelná,A,3821,"MÍROVÁ 1806, 73532, RYCHVALD",2004-01-12,2006-01-12,,True
10482523,P - Pravidelná,A,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2002-04-17,2004-04-17,,True
9233733,P - Pravidelná,A,3403,"ČÍMICE 77, 34201, ČÍMICE",2007-10-30,2009-10-30,,True
7653386,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2002-12-17,2004-12-17,,True
9662480,P - Pravidelná,A,3428,"VINTÍŘOVSKÁ 1119, 35735, CHODOV",2009-06-02,2011-06-02,,True
10327750,E - Evidenční,Nezjištěno,3210,"OVČÁRECKÁ 509, 28002, KOLÍN - SENDRAŽICE",2004-06-21,2004-06-21,,True
5019734,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2004-04-02,2006-04-02,,True
9693834,P - Pravidelná,A,3117,"PROSECKÁ 817, 19000, PRAHA 9",2008-10-02,2010-09-24,,True
8989365,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2004-12-01,2006-11-03,,True
9690299,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2010-05-03,2014-05-03,,False
7125114,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2007-07-12,2009-04-24,,True
9688256,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2006-07-17,2008-07-17,,True
6471277,P - Pravidelná,A,3628,"U Koupaliště 180, 561 64, Jablonné nad Orlicí",2008-08-19,2010-08-19,,True
7959565,E - Evidenční,Nezjištěno,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2007-10-01,2007-10-01,,True
8727134,P - Pravidelná,A,3803,"LITOVELSKÁ 2585/14, 78501, ŠTERNBERK",2008-05-14,2010-05-14,,True
4391677,E - Evidenční,Nezjištěno,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2002-03-14,2002-03-14,,True
6711850,E - Evidenční,Nezjištěno,3614,"BEZRUČOVA 905, 55203, ČESKÁ SKALICE",2009-04-22,2009-04-22,,True
6471277,E - Evidenční,Nezjištěno,3628,"U Koupaliště 180, 561 64, Jablonné nad Orlicí",2008-05-21,2008-05-21,,True
8752031,E - Evidenční,Nezjištěno,3303,"PÍSECKÁ 513, 38601, STRAKONICE I",2002-10-22,2002-10-22,,True
7847655,E - Evidenční,Nezjištěno,3639,"PARDUBICKÁ 1338, 50346, TŘEBECHOVICE POD OREBEM",2007-05-24,2007-05-24,,True
8625666,E - Evidenční,Nezjištěno,3210,"OVČÁRECKÁ 509, 28002, KOLÍN - SENDRAŽICE",2008-10-31,2008-10-31,,True
5019734,E - Evidenční,Nezjištěno,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2002-03-26,2002-03-26,,True
7620781,P - Pravidelná,A,3210,"OVČÁRECKÁ 509, 28002, KOLÍN - SENDRAŽICE",2009-08-04,2011-08-04,,True
7641592,P - Pravidelná,A,3803,"LITOVELSKÁ 2585/14, 78501, ŠTERNBERK",2006-02-17,2008-02-17,,True
525853,P - Pravidelná,A,3603,"LIDICKÁ 3974, 58001, HAVLÍČKŮV BROD",2004-01-02,2006-01-02,,True
9816042,P - Pravidelná,A,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2009-05-28,2011-05-28,,True
11059003,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2008-08-11,2012-08-11,,True
8758609,E - Evidenční,Nezjištěno,3303,"PÍSECKÁ 513, 38601, STRAKONICE I",2003-07-11,2003-07-11,,True
10954832,P - Pravidelná,A,3821,"MÍROVÁ 1806, 73532, RYCHVALD",2009-06-11,2010-06-11,,True
8817123,P - Pravidelná,A,3117,"PROSECKÁ 817, 19000, PRAHA 9",2006-06-13,2008-06-13,,False
5746333,P - Pravidelná,A,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2008-03-04,2010-03-04,,True
8769512,E - Evidenční,Nezjištěno,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2003-05-27,2003-05-27,,True
7549169,P - Pravidelná,A,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2006-02-02,2008-02-02,,True
6576824,P - Pravidelná,A,3428,"VINTÍŘOVSKÁ 1119, 35735, CHODOV",2009-06-30,2011-06-30,,True
11250190,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2002-10-24,2004-10-24,,True
9816042,E - Evidenční,Nezjištěno,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2005-05-20,2005-05-20,,True
10403018,P - Pravidelná,A,3746,"DOLNÍ VILÉMOVICE 148, 67552, LIPNÍK U HROTOVIC",2007-08-09,2009-08-09,,True
7597737,P - Pravidelná,A,3210,"OVČÁRECKÁ 509, 28002, KOLÍN - SENDRAŽICE",2009-10-08,2013-10-08,,True
8814093,P - Pravidelná,A,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2008-05-07,2010-04-30,,True
8814093,P - Pravidelná,A,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2004-05-17,2006-05-17,,False
8814093,P - Pravidelná,A,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2002-06-07,2004-05-30,,False
9528093,E - Evidenční,Nezjištěno,3746,"DOLNÍ VILÉMOVICE 148, 67552, LIPNÍK U HROTOVIC",2008-12-11,2008-12-11,,True
11248457,E - Evidenční,Nezjištěno,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2007-09-06,2007-09-06,,True
10410861,E - Evidenční,Nezjištěno,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2007-10-18,2007-10-18,,True
11285218,P - Pravidelná,A,3428,"VINTÍŘOVSKÁ 1119, 35735, CHODOV",2007-07-25,2009-07-25,,True
4015641,P - Pravidelná,A,3614,"BEZRUČOVA 905, 55203, ČESKÁ SKALICE",2007-12-03,2009-12-03,,True
9618896,P - Pravidelná,Nezjištěno,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",1999-08-04,2001-08-03,,True
11527866,E - Evidenční,Nezjištěno,3117,"PROSECKÁ 817, 19000, PRAHA 9",2003-05-26,2003-05-26,,True
4180377,P - Pravidelná,A,3614,"BEZRUČOVA 905, 55203, ČESKÁ SKALICE",2009-05-11,2011-05-11,,True
7687440,P - Pravidelná,A,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2008-05-21,2010-05-21,,True
7620781,E - Evidenční,Nezjištěno,3210,"OVČÁRECKÁ 509, 28002, KOLÍN - SENDRAŽICE",2006-08-31,2006-08-31,,True
10410861,P - Pravidelná,A,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2008-06-12,2010-06-12,,True
8756296,P - Pravidelná,A,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2008-10-10,2010-10-10,,True
7523718,P - Pravidelná,Nezjištěno,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2003-12-08,2005-11-28,,True
7610508,E - Evidenční,Nezjištěno,3821,"MÍROVÁ 1806, 73532, RYCHVALD",2008-12-18,2008-12-18,,True
9528093,P - Pravidelná,Nezjištěno,3746,"DOLNÍ VILÉMOVICE 148, 67552, LIPNÍK U HROTOVIC",2008-09-03,2010-09-03,,True
8310027,E - Evidenční,Nezjištěno,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2004-08-23,2004-08-23,,True
7610508,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2006-11-07,2008-11-07,,True
4291467,P - Pravidelná,A,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2003-07-14,2005-07-14,,True
7723366,Z - Na žádost provozovatele,Nezjištěno,3728,"DŘEVAŘSKÁ 2250/33, 68001, BOSKOVICE",2009-12-14,2009-12-14,,True
8310027,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2009-09-18,2011-09-18,,True
6951005,P - Pravidelná,A,3614,"BEZRUČOVA 905, 55203, ČESKÁ SKALICE",2006-09-21,2008-09-21,,True
9782272,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2008-11-19,2010-11-19,,True
7745872,P - Pravidelná,A,3639,"PARDUBICKÁ 1338, 50346, TŘEBECHOVICE POD OREBEM",2008-01-03,2010-01-03,,True
8826712,E - Evidenční,Nezjištěno,3621,"DR. FARSKÉHO 300, 51211, VYSOKÉ NAD JIZEROU",2008-11-24,2008-11-24,,True
7944574,E - Evidenční,Nezjištěno,3828,"MARTINSKÁ ČTVRŤ 1739, 74401, FRENŠTÁT POD RADHOŠTĚM",2007-09-21,2007-09-21,,True
9651574,E - Evidenční,Nezjištěno,3635,"NA BĚLIDLE 1652, 54301, VRCHLABÍ",2006-03-28,2006-03-28,,True
9964013,P - Pravidelná,A,3410,"VRÁZOVA 2626/16, 35002, CHEB",2008-05-27,2010-05-26,,True
5606486,P - Pravidelná,Nezjištěno,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2000-06-07,2001-12-02,,True
7892156,E - Evidenční,Nezjištěno,3203,"NETOVICKÁ 350, 27401, SLANÝ",2007-12-13,2007-12-13,,True
11004162,P - Pravidelná,A,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2006-05-10,2008-05-10,,False
10670390,E - Evidenční,Nezjištěno,3646,"Svitavská 1610, 57101, Moravská Třebová",2009-03-04,2009-03-04,,True
9014652,E - Evidenční,Nezjištěno,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2005-05-26,2005-05-26,,True
7035123,P - Pravidelná,A,3714,"BRTNICKÁ 23, 58601, JIHLAVA",2011-08-17,2012-08-17,,True
8425317,P - Pravidelná,A,3528,"KOVÁŘOVA 3189, 47001, ČESKÁ LÍPA",2009-11-26,2011-11-26,,True
8702836,E - Evidenční,Nezjištěno,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2007-12-27,2007-12-27,,True
9947038,P - Pravidelná,A,3746,"DOLNÍ VILÉMOVICE 148, 67552, LIPNÍK U HROTOVIC",2009-02-23,2011-02-23,,True
9014652,P - Pravidelná,A,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2008-03-12,2010-03-12,,True
9102855,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2006-06-09,2008-06-09,,True
8993246,E - Evidenční,Nezjištěno,3110,"K MĚCHOLUPŮM 3, 10900, PRAHA 10",2007-05-02,2007-05-02,,True
8965954,P - Pravidelná,Nezjištěno,3721,"HYBEŠOVA 14, 69301, HUSTOPEČE",2001-12-17,2002-12-10,,True
1528373,P - Pravidelná,A,3310,"HRADIŠŤSKÁ 2439, 39701, PÍSEK",2011-02-25,2013-02-25,,False
6371726,P - Pravidelná,A,3814,"U ŘEKY 660, 72000, OSTRAVA - HRABOVÁ",2009-08-13,2011-08-13,,True
9935243,P - Pravidelná,A,3603,"LIDICKÁ 3974, 58001, HAVLÍČKŮV BROD",2006-10-31,2008-10-31,,True
9651574,P - Pravidelná,A,3635,"NA BĚLIDLE 1652, 54301, VRCHLABÍ",2006-05-17,2008-03-28,,True
9054883,P - Pravidelná,A,3746,"DOLNÍ VILÉMOVICE 148, 67552, LIPNÍK U HROTOVIC",2008-12-04,2010-11-14,,True
8974793,E - Evidenční,Nezjištěno,3228,"POD HÁJEM 372, 26701, KRÁLŮV DVŮR",2005-05-10,2005-05-10,,True
9792726,P - Pravidelná,A,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2006-10-17,2008-10-17,,True
7658672,E - Evidenční,Nezjištěno,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2003-02-24,2003-02-24,,True
7671606,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2009-08-19,2011-08-12,,True
7761950,P - Pravidelná,A,3429,"ANGLICKÁ 2863, 35201, AŠ",2008-04-16,2010-04-16,,True
3847967,P - Pravidelná,B,3729,"HULÍNSKÁ 2383/3, 76701, KROMĚŘÍŽ",2011-05-09,2011-06-08,,True
11728695,P - Pravidelná,A,3831,"ZAHRADNÍ 1925/44A, 792 01, BRUNTÁL",2009-11-03,2011-11-03,,True
10492349,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2006-02-28,2008-02-27,,True
4391922,P - Pravidelná,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2001-08-07,2003-07-31,,True
4391922,P - Pravidelná,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2001-08-01,2001-08-31,,False
9841745,P - Pravidelná,A,3529,"LONDÝNSKÁ 590/85, 46001, LIBEREC XI-RŮŽODOL I",2009-01-06,2011-01-06,,True
9802198,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2008-06-04,2009-06-04,,True
2748938,E - Evidenční,Nezjištěno,3829,"SERVISNÍ 5556/1, 72200, OSTRAVA - TŘEBOVICE",2008-03-31,2008-03-31,,True
4541169,P - Pravidelná,A,3236,"NOUZOV 82, 28901, DYMOKURY",2008-10-10,2010-10-10,,True
4537895,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2009-09-16,2011-09-16,,True
9435368,P - Pravidelná,A,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2006-07-25,2007-07-25,,True
9435368,E - Evidenční,Nezjištěno,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2006-07-25,2006-07-25,,True
6091332,P - Pravidelná,Nezjištěno,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2006-03-22,2006-04-21,,True
6091332,P - Pravidelná,B,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2006-03-22,2006-04-21,,True
733564,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2009-05-19,2009-05-19,,True
1250424,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2008-03-05,2008-03-05,,True
733564,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2004-12-02,2005-06-25,,True
9944806,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2006-07-17,2008-07-17,,True
631523,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2004-10-18,2006-09-29,,True
9971061,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2009-12-14,2011-12-14,,True
9837259,E - Evidenční,Nezjištěno,3763,"Žižkova 5428/120, 58601, Jihlava",2008-12-09,2008-12-09,,True
7502095,P - Pravidelná,A,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2010-05-21,2011-04-28,,True
9971061,E - Evidenční,Nezjištěno,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2006-11-15,2006-11-15,,True
9299679,P - Pravidelná,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2007-08-02,2009-08-02,,True
9898364,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2004-03-31,2004-03-31,,True
9918135,P - Pravidelná,A,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2008-12-16,2010-12-16,,True
1250424,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2008-02-25,2010-02-25,,True
2175808,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2003-06-30,2005-06-30,,True
9898364,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2006-09-21,2008-09-19,,True
9011735,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2008-02-07,2010-02-07,,True
5426346,P - Pravidelná,A,3236,"NOUZOV 82, 28901, DYMOKURY",2007-01-08,2009-01-08,,True
9918135,Z - Na žádost provozovatele,Nezjištěno,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2004-06-16,2004-06-16,,True
5299060,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2007-10-02,2009-10-02,,True
5441392,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2009-06-10,2011-06-10,,True
3339095,P - Pravidelná,A,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2007-07-25,2009-07-25,,True
3884412,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2008-03-27,2010-03-27,,True
11599641,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2008-04-14,2010-04-14,,True
2514506,E - Evidenční,Nezjištěno,3829,"SERVISNÍ 5556/1, 72200, OSTRAVA - TŘEBOVICE",2005-09-05,2005-09-05,,True
3411599,E - Evidenční,Nezjištěno,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2005-09-19,2005-09-19,,True
3742796,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2004-05-18,2004-05-18,,True
2802110,E - Evidenční,Nezjištěno,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2007-08-06,2007-08-06,,True
5973045,E - Evidenční,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2005-03-09,2005-03-09,,True
8842786,P - Pravidelná,A,3236,"NOUZOV 82, 28901, DYMOKURY",2008-10-09,2010-10-09,,True
9834975,P - Pravidelná,A,3831,"ZAHRADNÍ 1925/44A, 792 01, BRUNTÁL",2008-06-16,2010-06-16,,True
8879423,E - Evidenční,Nezjištěno,3529,"LONDÝNSKÁ 590/85, 46001, LIBEREC XI-RŮŽODOL I",2007-09-03,2007-09-03,,True
5456291,P - Pravidelná,A,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2005-06-08,2007-06-08,,True
9997912,P - Pravidelná,A,3638,"JOSEFA JUNGMANNA 1736, 50401, NOVÝ BYDŽOV",2009-05-19,2011-04-15,,True
6690931,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2007-04-25,2011-04-25,,True
7135612,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2007-06-25,2009-06-25,,True
8607528,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2003-06-05,2005-06-05,,True
4558012,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2003-10-06,2005-10-06,,True
4640420,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2006-10-04,2008-10-04,,True
8178404,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2006-12-20,2008-12-20,,True
7830368,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2007-10-05,2009-10-05,,True
6680814,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2008-12-30,2010-12-30,,True
4558012,Z - Na žádost provozovatele,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2004-04-26,2004-04-26,,True
4640420,E - Evidenční,Nezjištěno,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2006-12-06,2006-12-06,,True
11506831,Z - Na žádost provozovatele,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2006-07-13,2006-07-13,,True
5022438,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2005-10-10,2005-10-10,,True
5715065,E - Evidenční,Nezjištěno,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2002-08-12,2002-08-12,,True
10056823,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2009-01-15,2011-01-15,,True
7830368,E - Evidenční,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2004-04-05,2004-04-05,,True
5801605,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2007-03-26,2007-04-25,,True
5801605,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2010-04-22,2012-04-22,,True
8953199,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2008-09-23,2009-09-23,,True
